50,Rpeak,R
133,Rpeak,R
216,Rpeak,R
300,Rpeak,R
383,Rpeak,R
466,Rpeak,R
549,Rpeak,R
632,Rpeak,R
716,Rpeak,R
799,Rpeak,R
882,Rpeak,R
966,Rpeak,R
1049,Rpeak,R
1132,Rpeak,R
1215,Rpeak,R
1299,Rpeak,R
1383,Rpeak,R
1466,Rpeak,R
1550,Rpeak,R
1633,Rpeak,R
1717,Rpeak,R
1801,Rpeak,R
1885,Rpeak,R
1968,Rpeak,R
2051,Rpeak,R
2135,Rpeak,R
2219,Rpeak,R
2302,Rpeak,R
2385,Rpeak,R
2468,Rpeak,R
2551,Rpeak,R
2634,Rpeak,R
2717,Rpeak,R
2800,Rpeak,R
2882,Rpeak,R
2965,Rpeak,R
3047,Rpeak,R
3130,Rpeak,R
3212,Rpeak,R
3295,Rpeak,R
3377,Rpeak,R
3460,Rpeak,R
3542,Rpeak,R
3624,Rpeak,R
3705,Rpeak,R
3787,Rpeak,R
3870,Rpeak,R
3951,Rpeak,R
4033,Rpeak,R
4115,Rpeak,R
4196,Rpeak,R
4279,Rpeak,R
4360,Rpeak,R
4442,Rpeak,R
4523,Rpeak,R
4604,Rpeak,R
4686,Rpeak,R
4768,Rpeak,R
4849,Rpeak,R
4929,Rpeak,R
