12,Rpeak,R
95,Rpeak,R
177,Rpeak,R
261,Rpeak,R
344,Rpeak,R
427,Rpeak,R
511,Rpeak,R
594,Rpeak,R
677,Rpeak,R
761,Rpeak,R
844,Rpeak,R
927,Rpeak,R
1011,Rpeak,R
1095,Rpeak,R
1178,Rpeak,R
1263,Rpeak,R
1346,Rpeak,R
1430,Rpeak,R
1515,Rpeak,R
1599,Rpeak,R
1683,Rpeak,R
1768,Rpeak,R
1852,Rpeak,R
1936,Rpeak,R
2022,Rpeak,R
2106,Rpeak,R
2191,Rpeak,R
2277,Rpeak,R
2361,Rpeak,R
2446,Rpeak,R
2532,Rpeak,R
2616,Rpeak,R
2701,Rpeak,R
2787,Rpeak,R
2872,Rpeak,R
2956,Rpeak,R
3042,Rpeak,R
3127,Rpeak,R
3211,Rpeak,R
3297,Rpeak,R
3382,Rpeak,R
3467,Rpeak,R
3553,Rpeak,R
3638,Rpeak,R
3722,Rpeak,R
3807,Rpeak,R
3892,Rpeak,R
3978,Rpeak,R
4063,Rpeak,R
4147,Rpeak,R
4233,Rpeak,R
4318,Rpeak,R
4403,Rpeak,R
4489,Rpeak,R
4574,Rpeak,R
4659,Rpeak,R
4744,Rpeak,R
4830,Rpeak,R
4914,Rpeak,R
