2,Rpeak,R
89,Rpeak,R
176,Rpeak,R
263,Rpeak,R
350,Rpeak,R
437,Rpeak,R
526,Rpeak,R
614,Rpeak,R
702,Rpeak,R
791,Rpeak,R
880,Rpeak,R
969,Rpeak,R
1057,Rpeak,R
1146,Rpeak,R
1235,Rpeak,R
1325,Rpeak,R
1413,Rpeak,R
1502,Rpeak,R
1593,Rpeak,R
1684,Rpeak,R
1774,Rpeak,R
1863,Rpeak,R
1954,Rpeak,R
2043,Rpeak,R
2132,Rpeak,R
2221,Rpeak,R
2311,Rpeak,R
2400,Rpeak,R
2489,Rpeak,R
2576,Rpeak,R
2665,Rpeak,R
2754,Rpeak,R
2842,Rpeak,R
2931,Rpeak,R
3019,Rpeak,R
3106,Rpeak,R
3194,Rpeak,R
3282,Rpeak,R
3370,Rpeak,R
3458,Rpeak,R
3546,Rpeak,R
3633,Rpeak,R
3720,Rpeak,R
3807,Rpeak,R
3895,Rpeak,R
3983,Rpeak,R
4069,Rpeak,R
4157,Rpeak,R
4244,Rpeak,R
4331,Rpeak,R
4418,Rpeak,R
4505,Rpeak,R
4592,Rpeak,R
4679,Rpeak,R
4766,Rpeak,R
4852,Rpeak,R
4939,Rpeak,R
