13,Rpeak,R
99,Rpeak,R
186,Rpeak,R
274,Rpeak,R
360,Rpeak,R
447,Rpeak,R
532,Rpeak,R
618,Rpeak,R
704,Rpeak,R
790,Rpeak,R
963,Rpeak,R
1050,Rpeak,R
1135,Rpeak,R
1221,Rpeak,R
1308,Rpeak,R
1394,Rpeak,R
1480,Rpeak,R
1567,Rpeak,R
1654,Rpeak,R
1740,Rpeak,R
1826,Rpeak,R
1913,Rpeak,R
1999,Rpeak,R
2088,Rpeak,R
2171,Rpeak,R
2258,Rpeak,R
2344,Rpeak,R
2431,Rpeak,R
2515,Rpeak,R
2602,Rpeak,R
2689,Rpeak,R
2776,Rpeak,R
2861,Rpeak,R
2948,Rpeak,R
3036,Rpeak,R
3122,Rpeak,R
3208,Rpeak,R
3294,Rpeak,R
3382,Rpeak,R
3468,Rpeak,R
3554,Rpeak,R
3641,Rpeak,R
3727,Rpeak,R
3814,Rpeak,R
3901,Rpeak,R
3987,Rpeak,R
4072,Rpeak,R
4159,Rpeak,R
4246,Rpeak,R
4331,Rpeak,R
4418,Rpeak,R
4505,Rpeak,R
4592,Rpeak,R
4677,Rpeak,R
4764,Rpeak,R
4851,Rpeak,R
4938,Rpeak,R
