41,Rpeak,R
117,Rpeak,R
193,Rpeak,R
269,Rpeak,R
346,Rpeak,R
422,Rpeak,R
498,Rpeak,R
574,Rpeak,R
651,Rpeak,R
727,Rpeak,R
804,Rpeak,R
880,Rpeak,R
957,Rpeak,R
1034,Rpeak,R
1110,Rpeak,R
1186,Rpeak,R
1263,Rpeak,R
1339,Rpeak,R
1415,Rpeak,R
1492,Rpeak,R
1569,Rpeak,R
1646,Rpeak,R
1721,Rpeak,R
1798,Rpeak,R
1875,Rpeak,R
1953,Rpeak,R
2027,Rpeak,R
2103,Rpeak,R
2180,Rpeak,R
2257,Rpeak,R
2334,Rpeak,R
2409,Rpeak,R
2486,Rpeak,R
2562,Rpeak,R
2639,Rpeak,R
2715,Rpeak,R
2792,Rpeak,R
2867,Rpeak,R
2944,Rpeak,R
3020,Rpeak,R
3096,Rpeak,R
3172,Rpeak,R
3248,Rpeak,R
3325,Rpeak,R
3401,Rpeak,R
3478,Rpeak,R
3555,Rpeak,R
3630,Rpeak,R
3707,Rpeak,R
3784,Rpeak,R
3859,Rpeak,R
3935,Rpeak,R
4012,Rpeak,R
4088,Rpeak,R
4163,Rpeak,R
4239,Rpeak,R
4316,Rpeak,R
4392,Rpeak,R
4467,Rpeak,R
4544,Rpeak,R
4620,Rpeak,R
4696,Rpeak,R
4772,Rpeak,R
4849,Rpeak,R
4925,Rpeak,R
