32,Rpeak,R
124,Rpeak,R
216,Rpeak,R
307,Rpeak,R
398,Rpeak,R
490,Rpeak,R
581,Rpeak,R
673,Rpeak,R
765,Rpeak,R
857,Rpeak,R
948,Rpeak,R
1040,Rpeak,R
1130,Rpeak,R
1223,Rpeak,R
1316,Rpeak,R
1408,Rpeak,R
1500,Rpeak,R
1593,Rpeak,R
1684,Rpeak,R
1777,Rpeak,R
1869,Rpeak,R
1962,Rpeak,R
2055,Rpeak,R
2147,Rpeak,R
2239,Rpeak,R
2331,Rpeak,R
2424,Rpeak,R
2517,Rpeak,R
2610,Rpeak,R
2704,Rpeak,R
2794,Rpeak,R
2889,Rpeak,R
2981,Rpeak,R
3075,Rpeak,R
3168,Rpeak,R
3262,Rpeak,R
3354,Rpeak,R
3447,Rpeak,R
3540,Rpeak,R
3633,Rpeak,R
3725,Rpeak,R
3817,Rpeak,R
3910,Rpeak,R
4002,Rpeak,R
4095,Rpeak,R
4187,Rpeak,R
4278,Rpeak,R
4370,Rpeak,R
4462,Rpeak,R
4554,Rpeak,R
4646,Rpeak,R
4737,Rpeak,R
4828,Rpeak,R
4919,Rpeak,R
