22,Rpeak,R
100,Rpeak,R
178,Rpeak,R
255,Rpeak,R
333,Rpeak,R
411,Rpeak,R
487,Rpeak,R
564,Rpeak,R
642,Rpeak,R
720,Rpeak,R
797,Rpeak,R
875,Rpeak,R
953,Rpeak,R
1030,Rpeak,R
1107,Rpeak,R
1185,Rpeak,R
1262,Rpeak,R
1340,Rpeak,R
1417,Rpeak,R
1494,Rpeak,R
1572,Rpeak,R
1650,Rpeak,R
1727,Rpeak,R
1804,Rpeak,R
1882,Rpeak,R
1959,Rpeak,R
2037,Rpeak,R
2114,Rpeak,R
2192,Rpeak,R
2269,Rpeak,R
2347,Rpeak,R
2424,Rpeak,R
2502,Rpeak,R
2579,Rpeak,R
2656,Rpeak,R
2733,Rpeak,R
2811,Rpeak,R
2888,Rpeak,R
2966,Rpeak,R
3043,Rpeak,R
3120,Rpeak,R
3197,Rpeak,R
3274,Rpeak,R
3352,Rpeak,R
3429,Rpeak,R
3505,Rpeak,R
3583,Rpeak,R
3660,Rpeak,R
3737,Rpeak,R
3813,Rpeak,R
3891,Rpeak,R
3968,Rpeak,R
4045,Rpeak,R
4122,Rpeak,R
4199,Rpeak,R
4276,Rpeak,R
4353,Rpeak,R
4430,Rpeak,R
4507,Rpeak,R
4583,Rpeak,R
4660,Rpeak,R
4738,Rpeak,R
4814,Rpeak,R
4892,Rpeak,R
4969,Rpeak,R
