48,Rpeak,R
145,Rpeak,R
244,Rpeak,R
342,Rpeak,R
441,Rpeak,R
540,Rpeak,R
640,Rpeak,R
739,Rpeak,R
838,Rpeak,R
938,Rpeak,R
1038,Rpeak,R
1138,Rpeak,R
1237,Rpeak,R
1337,Rpeak,R
1438,Rpeak,R
1539,Rpeak,R
1641,Rpeak,R
1741,Rpeak,R
1843,Rpeak,R
1946,Rpeak,R
2047,Rpeak,R
2149,Rpeak,R
2250,Rpeak,R
2353,Rpeak,R
2455,Rpeak,R
2557,Rpeak,R
2659,Rpeak,R
2761,Rpeak,R
2865,Rpeak,R
2967,Rpeak,R
3070,Rpeak,R
3174,Rpeak,R
3278,Rpeak,R
3381,Rpeak,R
3486,Rpeak,R
3590,Rpeak,R
3695,Rpeak,R
3800,Rpeak,R
3906,Rpeak,R
4011,Rpeak,R
4116,Rpeak,R
4222,Rpeak,R
4327,Rpeak,R
4432,Rpeak,R
4537,Rpeak,R
4642,Rpeak,R
4748,Rpeak,R
4853,Rpeak,R
4957,Rpeak,R
