40,Rpeak,R
129,Rpeak,R
217,Rpeak,R
304,Rpeak,R
393,Rpeak,R
482,Rpeak,R
570,Rpeak,R
657,Rpeak,R
746,Rpeak,R
834,Rpeak,R
922,Rpeak,R
1009,Rpeak,R
1097,Rpeak,R
1186,Rpeak,R
1273,Rpeak,R
1360,Rpeak,R
1449,Rpeak,R
1538,Rpeak,R
1625,Rpeak,R
1712,Rpeak,R
1801,Rpeak,R
1888,Rpeak,R
1975,Rpeak,R
2063,Rpeak,R
2151,Rpeak,R
2240,Rpeak,R
2326,Rpeak,R
2415,Rpeak,R
2503,Rpeak,R
2590,Rpeak,R
2679,Rpeak,R
2767,Rpeak,R
2855,Rpeak,R
2942,Rpeak,R
3031,Rpeak,R
3119,Rpeak,R
3205,Rpeak,R
3293,Rpeak,R
3382,Rpeak,R
3470,Rpeak,R
3557,Rpeak,R
3645,Rpeak,R
3733,Rpeak,R
3820,Rpeak,R
3908,Rpeak,R
3996,Rpeak,R
4083,Rpeak,R
4170,Rpeak,R
4258,Rpeak,R
4347,Rpeak,R
4433,Rpeak,R
4521,Rpeak,R
4609,Rpeak,R
4696,Rpeak,R
4783,Rpeak,R
4872,Rpeak,R
4959,Rpeak,R
