14,Rpeak,R
90,Rpeak,R
166,Rpeak,R
242,Rpeak,R
317,Rpeak,R
393,Rpeak,R
469,Rpeak,R
545,Rpeak,R
621,Rpeak,R
696,Rpeak,R
772,Rpeak,R
847,Rpeak,R
923,Rpeak,R
999,Rpeak,R
1075,Rpeak,R
1150,Rpeak,R
1226,Rpeak,R
1302,Rpeak,R
1378,Rpeak,R
1453,Rpeak,R
1529,Rpeak,R
1605,Rpeak,R
1681,Rpeak,R
1757,Rpeak,R
1832,Rpeak,R
1907,Rpeak,R
1982,Rpeak,R
2057,Rpeak,R
2131,Rpeak,R
2206,Rpeak,R
2291,Rpeak,R
2359,Rpeak,R
2433,Rpeak,R
2509,Rpeak,R
2585,Rpeak,R
2662,Rpeak,R
2738,Rpeak,R
2814,Rpeak,R
2891,Rpeak,R
2966,Rpeak,R
3042,Rpeak,R
3119,Rpeak,R
3196,Rpeak,R
3273,Rpeak,R
3350,Rpeak,R
3427,Rpeak,R
3503,Rpeak,R
3580,Rpeak,R
3658,Rpeak,R
3735,Rpeak,R
3812,Rpeak,R
3889,Rpeak,R
3967,Rpeak,R
4105,Rpeak,R
4201,Rpeak,R
4279,Rpeak,R
4359,Rpeak,R
4436,Rpeak,R
4514,Rpeak,R
4593,Rpeak,R
4673,Rpeak,R
4750,Rpeak,R
4829,Rpeak,R
4909,Rpeak,R
4989,Rpeak,R
