26,Rpeak,R
112,Rpeak,R
197,Rpeak,R
282,Rpeak,R
369,Rpeak,R
454,Rpeak,R
539,Rpeak,R
623,Rpeak,R
710,Rpeak,R
795,Rpeak,R
880,Rpeak,R
966,Rpeak,R
1052,Rpeak,R
1137,Rpeak,R
1221,Rpeak,R
1308,Rpeak,R
1393,Rpeak,R
1477,Rpeak,R
1563,Rpeak,R
1648,Rpeak,R
1733,Rpeak,R
1817,Rpeak,R
1903,Rpeak,R
1988,Rpeak,R
2072,Rpeak,R
2158,Rpeak,R
2244,Rpeak,R
2329,Rpeak,R
2413,Rpeak,R
2498,Rpeak,R
2584,Rpeak,R
2668,Rpeak,R
2755,Rpeak,R
2840,Rpeak,R
2925,Rpeak,R
3009,Rpeak,R
3095,Rpeak,R
3180,Rpeak,R
3265,Rpeak,R
3351,Rpeak,R
3436,Rpeak,R
3521,Rpeak,R
3606,Rpeak,R
3692,Rpeak,R
3776,Rpeak,R
3860,Rpeak,R
3947,Rpeak,R
4033,Rpeak,R
4118,Rpeak,R
4203,Rpeak,R
4289,Rpeak,R
4375,Rpeak,R
4460,Rpeak,R
4546,Rpeak,R
4632,Rpeak,R
4718,Rpeak,R
4804,Rpeak,R
4890,Rpeak,R
4976,Rpeak,R
