22,Rpeak,R
107,Rpeak,R
193,Rpeak,R
279,Rpeak,R
363,Rpeak,R
448,Rpeak,R
533,Rpeak,R
619,Rpeak,R
704,Rpeak,R
789,Rpeak,R
874,Rpeak,R
959,Rpeak,R
1044,Rpeak,R
1130,Rpeak,R
1214,Rpeak,R
1299,Rpeak,R
1384,Rpeak,R
1469,Rpeak,R
1554,Rpeak,R
1639,Rpeak,R
1723,Rpeak,R
1808,Rpeak,R
1894,Rpeak,R
1977,Rpeak,R
2061,Rpeak,R
2146,Rpeak,R
2231,Rpeak,R
2316,Rpeak,R
2399,Rpeak,R
2484,Rpeak,R
2568,Rpeak,R
2653,Rpeak,R
2738,Rpeak,R
2821,Rpeak,R
2905,Rpeak,R
2989,Rpeak,R
3073,Rpeak,R
3158,Rpeak,R
3241,Rpeak,R
3325,Rpeak,R
3409,Rpeak,R
3493,Rpeak,R
3576,Rpeak,R
3660,Rpeak,R
3743,Rpeak,R
3827,Rpeak,R
3912,Rpeak,R
3996,Rpeak,R
4079,Rpeak,R
4163,Rpeak,R
4246,Rpeak,R
4331,Rpeak,R
4414,Rpeak,R
4498,Rpeak,R
4582,Rpeak,R
4665,Rpeak,R
4750,Rpeak,R
4834,Rpeak,R
4917,Rpeak,R
