55,Rpeak,R
148,Rpeak,R
241,Rpeak,R
334,Rpeak,R
427,Rpeak,R
520,Rpeak,R
613,Rpeak,R
706,Rpeak,R
798,Rpeak,R
892,Rpeak,R
986,Rpeak,R
1080,Rpeak,R
1174,Rpeak,R
1268,Rpeak,R
1363,Rpeak,R
1458,Rpeak,R
1552,Rpeak,R
1647,Rpeak,R
1742,Rpeak,R
1837,Rpeak,R
1931,Rpeak,R
2026,Rpeak,R
2122,Rpeak,R
2217,Rpeak,R
2312,Rpeak,R
2407,Rpeak,R
2503,Rpeak,R
2599,Rpeak,R
2694,Rpeak,R
2790,Rpeak,R
2887,Rpeak,R
2983,Rpeak,R
3080,Rpeak,R
3177,Rpeak,R
3274,Rpeak,R
3371,Rpeak,R
3467,Rpeak,R
3564,Rpeak,R
3661,Rpeak,R
3758,Rpeak,R
3854,Rpeak,R
3951,Rpeak,R
4048,Rpeak,R
4145,Rpeak,R
4241,Rpeak,R
4338,Rpeak,R
4435,Rpeak,R
4532,Rpeak,R
4628,Rpeak,R
4726,Rpeak,R
4825,Rpeak,R
4922,Rpeak,R
