72,Rpeak,R
147,Rpeak,R
221,Rpeak,R
295,Rpeak,R
371,Rpeak,R
444,Rpeak,R
534,Rpeak,R
593,Rpeak,R
667,Rpeak,R
742,Rpeak,R
816,Rpeak,R
890,Rpeak,R
965,Rpeak,R
1040,Rpeak,R
1115,Rpeak,R
1189,Rpeak,R
1264,Rpeak,R
1338,Rpeak,R
1413,Rpeak,R
1486,Rpeak,R
1562,Rpeak,R
1636,Rpeak,R
1710,Rpeak,R
1785,Rpeak,R
1860,Rpeak,R
1935,Rpeak,R
2009,Rpeak,R
2084,Rpeak,R
2148,Rpeak,R
2233,Rpeak,R
2299,Rpeak,R
2365,Rpeak,R
2456,Rpeak,R
2531,Rpeak,R
2605,Rpeak,R
2680,Rpeak,R
2754,Rpeak,R
2829,Rpeak,R
2903,Rpeak,R
2979,Rpeak,R
3053,Rpeak,R
3127,Rpeak,R
3202,Rpeak,R
3277,Rpeak,R
3351,Rpeak,R
3426,Rpeak,R
3500,Rpeak,R
3574,Rpeak,R
3650,Rpeak,R
3723,Rpeak,R
3799,Rpeak,R
3873,Rpeak,R
3947,Rpeak,R
4022,Rpeak,R
4096,Rpeak,R
4171,Rpeak,R
4245,Rpeak,R
4319,Rpeak,R
4394,Rpeak,R
4469,Rpeak,R
4542,Rpeak,R
4618,Rpeak,R
4692,Rpeak,R
4765,Rpeak,R
4840,Rpeak,R
4914,Rpeak,R
4988,Rpeak,R
