80,Rpeak,R
159,Rpeak,R
237,Rpeak,R
316,Rpeak,R
394,Rpeak,R
473,Rpeak,R
552,Rpeak,R
630,Rpeak,R
708,Rpeak,R
787,Rpeak,R
865,Rpeak,R
944,Rpeak,R
1023,Rpeak,R
1100,Rpeak,R
1179,Rpeak,R
1257,Rpeak,R
1335,Rpeak,R
1414,Rpeak,R
1492,Rpeak,R
1570,Rpeak,R
1646,Rpeak,R
1726,Rpeak,R
1805,Rpeak,R
1883,Rpeak,R
1960,Rpeak,R
2040,Rpeak,R
2120,Rpeak,R
2198,Rpeak,R
2276,Rpeak,R
2356,Rpeak,R
2436,Rpeak,R
2515,Rpeak,R
2593,Rpeak,R
2673,Rpeak,R
2753,Rpeak,R
2833,Rpeak,R
2913,Rpeak,R
2991,Rpeak,R
3070,Rpeak,R
3152,Rpeak,R
3232,Rpeak,R
3312,Rpeak,R
3393,Rpeak,R
3471,Rpeak,R
3551,Rpeak,R
3634,Rpeak,R
3716,Rpeak,R
3797,Rpeak,R
3877,Rpeak,R
3959,Rpeak,R
4041,Rpeak,R
4122,Rpeak,R
4203,Rpeak,R
4286,Rpeak,R
4370,Rpeak,R
4451,Rpeak,R
4533,Rpeak,R
4617,Rpeak,R
4701,Rpeak,R
4783,Rpeak,R
4866,Rpeak,R
4950,Rpeak,R
