22,Rpeak,R
103,Rpeak,R
182,Rpeak,R
261,Rpeak,R
341,Rpeak,R
420,Rpeak,R
499,Rpeak,R
579,Rpeak,R
658,Rpeak,R
737,Rpeak,R
818,Rpeak,R
897,Rpeak,R
976,Rpeak,R
1056,Rpeak,R
1136,Rpeak,R
1216,Rpeak,R
1294,Rpeak,R
1374,Rpeak,R
1454,Rpeak,R
1532,Rpeak,R
1612,Rpeak,R
1692,Rpeak,R
1771,Rpeak,R
1850,Rpeak,R
1930,Rpeak,R
2009,Rpeak,R
2089,Rpeak,R
2169,Rpeak,R
2249,Rpeak,R
2327,Rpeak,R
2407,Rpeak,R
2486,Rpeak,R
2566,Rpeak,R
2646,Rpeak,R
2725,Rpeak,R
2805,Rpeak,R
2885,Rpeak,R
2964,Rpeak,R
3044,Rpeak,R
3124,Rpeak,R
3205,Rpeak,R
3285,Rpeak,R
3364,Rpeak,R
3445,Rpeak,R
3525,Rpeak,R
3606,Rpeak,R
3685,Rpeak,R
3766,Rpeak,R
3848,Rpeak,R
3928,Rpeak,R
4009,Rpeak,R
4089,Rpeak,R
4171,Rpeak,R
4252,Rpeak,R
4334,Rpeak,R
4414,Rpeak,R
4495,Rpeak,R
4577,Rpeak,R
4658,Rpeak,R
4740,Rpeak,R
4821,Rpeak,R
4904,Rpeak,R
4986,Rpeak,R
