25,Rpeak,R
107,Rpeak,R
190,Rpeak,R
272,Rpeak,R
355,Rpeak,R
437,Rpeak,R
518,Rpeak,R
601,Rpeak,R
683,Rpeak,R
766,Rpeak,R
848,Rpeak,R
930,Rpeak,R
1013,Rpeak,R
1095,Rpeak,R
1177,Rpeak,R
1260,Rpeak,R
1341,Rpeak,R
1424,Rpeak,R
1506,Rpeak,R
1588,Rpeak,R
1671,Rpeak,R
1752,Rpeak,R
1835,Rpeak,R
1917,Rpeak,R
1999,Rpeak,R
2081,Rpeak,R
2163,Rpeak,R
2245,Rpeak,R
2327,Rpeak,R
2409,Rpeak,R
2491,Rpeak,R
2573,Rpeak,R
2654,Rpeak,R
2737,Rpeak,R
2819,Rpeak,R
2901,Rpeak,R
2983,Rpeak,R
3064,Rpeak,R
3146,Rpeak,R
3228,Rpeak,R
3309,Rpeak,R
3392,Rpeak,R
3474,Rpeak,R
3555,Rpeak,R
3637,Rpeak,R
3718,Rpeak,R
3801,Rpeak,R
3883,Rpeak,R
3964,Rpeak,R
4045,Rpeak,R
4128,Rpeak,R
4209,Rpeak,R
4290,Rpeak,R
4373,Rpeak,R
4453,Rpeak,R
4536,Rpeak,R
4616,Rpeak,R
4698,Rpeak,R
4779,Rpeak,R
4859,Rpeak,R
4942,Rpeak,R
